create_date,title,writer,views,like,dislike
2021.03.03 23:00,미국채 금리 또미쳐날뛰네요 [5],zom1****,231,1,1
2021.03.03 14:02,"휴가인뎅 고""새""를 못참고~... [4]",shee****,261,1,2
2021.03.03 12:22,종달새 죽음 [1],nb******,164,0,0
2021.03.03 12:00,이보다 더 한 지옥은...~ [6],shee****,266,2,4
2021.03.03 10:51,느낌이 조만간 밑으로 쭉 뺄것같은느낌 [2],rema****,231,0,0
2021.03.03 10:36,상폐탈출 신호탄,sinu****,163,0,0
2021.03.03 08:22,달새 어디감? [6],zom1****,242,1,1
2021.03.02 16:51,조만간 감사보고서 [5],rema****,534,3,3
2021.03.02 16:15,달새가 판타지오 모으고있다고 말함 [3],rema****,353,2,4
2021.03.02 13:45,상투지비 전용☆ [4],shee****,249,2,2
2021.03.02 12:00,Seid ihr das Essen? (너... [4],shee****,228,1,2
2021.03.01 21:01,에스에프씨와의 합병통한 우회상장 가능성 [1],gns3****,527,0,1
2021.03.01 17:04,판타지오 공매 전에 이득보자 실시간 ... [2],inch****,417,1,0
2021.02.26 14:40,7~8~7~7~8~7~신~나~는~노-래-... [9],shee****,389,2,5
2021.02.26 13:43,이화ㅈㄱ [1],shee****,175,0,1
2021.02.26 13:00,주시기로 돈버는법-! [5],shee****,200,0,1
2021.02.26 12:20,다들 마니기다려찌? [3],shee****,215,1,3
2021.02.26 11:45,폴로 아조씨 ☆전용☆ [1],shee****,127,0,1
2021.02.26 09:04,쫄지 마러 [4],shee****,246,1,0
2021.02.26 08:52,관리종목 상폐종목들의 공통점,rema****,201,2,2
2021.02.25 23:20,더이상,fa******,141,0,0
2021.02.25 22:23,이거 그래서 어떻게 되는건데 사채철회한다... [2],b095****,263,0,0
2021.02.25 16:16,[삭제된 게시물의 답글]이거 설마 오년짜...,dldh****,136,0,0
2021.02.25 15:20,이 종목은..?? [1],ch01****,223,0,3
2021.02.25 13:44,★시장소외주★ [1],rema****,184,2,0
2021.02.25 13:30,그러니까 왜 종달이 괴롭혔냐? [6],shee****,204,3,4
2021.02.25 11:25,종달새가 말함 [2],nb******,170,0,0
2021.02.25 11:20,칠팔칠 787~... 신나는노래 [4],shee****,145,0,0
2021.02.25 10:02,다 쫑마와 리-!! 지옥행 급행열차를 타... [1],shee****,135,0,0
2021.02.24 23:17,경영권 안정화..이젠 협력사업 기대가 높... [1],whqj****,341,2,1
2021.02.24 21:30,역부족이네요... [6],zom1****,300,2,1
2021.02.24 20:39,내일 상한가 보다 설래는 소식 [6],shee****,389,5,3
2021.02.24 17:54,종토방 접습니다 [8],shee****,346,6,3
2021.02.24 17:03,3자유증 납입공시군요 [5],rema****,513,9,2
2021.02.24 15:23,납입완료 [1],jck6****,369,2,0
2021.02.24 15:17,계좌를 바쳐라-! 스스메----!!!!! [2],shee****,183,1,1
2021.02.24 15:12,가라,tint****,146,2,0
2021.02.24 14:25,7~8~7~7~8~7~신~나~는~노-래-... [3],shee****,198,0,2
2021.02.24 12:44,올해가 [1],maen****,206,2,1
2021.02.24 12:16,판타지옥 [1],dlae****,163,0,3
2021.02.24 11:55,스승님 & 좀일이 아조씨 [5],shee****,166,0,2
2021.02.24 11:39,유증하고 천원 가즈아,haze****,129,1,0
2021.02.24 11:30,주포 형 기상하셨구만,haze****,103,1,0
2021.02.24 11:09,어제 열한시 19분 부터 터졌어요,haze****,111,0,1
2021.02.24 10:35,800밑에서 산다,haze****,103,0,1
2021.02.24 09:58,물러서라...~ 여기서부턴~... [2],shee****,145,0,1
2021.02.24 08:27,자안 주가 전망~,amar****,138,0,0
2021.02.23 23:35,인도소년 지렸다... [1],zom1****,170,1,0
2021.02.23 19:58,미안해형들... [7],zom1****,297,2,1
2021.02.23 14:16,월 마리아 탈환 작전-!!! 개시---!... [7],shee****,347,0,4
2021.02.23 13:37,한시간 후에~... [5],shee****,301,1,1
2021.02.23 13:29,사실 우리 다 같은 사무실이야~... [7],shee****,279,1,2
2021.02.23 12:51,안가나?,dlwl****,140,1,0
2021.02.23 11:57,1200원 가즈아,rt******,144,2,0
2021.02.23 11:53,그리고 오늘 920을 탈환한다 [10],shee****,355,3,1
2021.02.23 11:27,소리바다 상한가 다음은 판타찌오?,taeh****,158,0,0
2021.02.23 11:26,이제 내릴 준비해 <( <) [3],shee****,188,1,3
2021.02.23 11:10,유상증자 [2],fogo****,265,3,1
2021.02.23 10:11,좀일이 아죠씨,shee****,105,0,1
2021.02.23 09:42,800찍고 하 [5],shee****,225,1,1
2021.02.23 01:52,채권 수익이 오른다는건 채권가격의 하락 [4],shee****,208,1,1
2021.02.22 17:59,판타지오 갑자기 엔터회사규모가 커지게 되... [2],whqj****,446,1,0
2021.02.22 15:41,살다살다 연예인 걱정할 줄은 생각지도 못... [1],mymy****,323,0,0
2021.02.22 13:54,킹받게 하네~... [6],shee****,321,3,1
2021.02.22 13:47,빗썸지분 머시기~...관렷주 [3],shee****,217,2,2
2021.02.22 10:53,라고 종달새가 말했다 [6],shee****,272,0,3
2021.02.21 22:00,찐따주 801사서 817에팔고,zxzx****,167,0,0
2021.02.21 21:05,축하 축하 [1],jin9****,289,1,1
2021.02.21 19:12,단~... 두마디로 크양이 전의 상실-!... [2],shee****,233,0,4
2021.02.21 13:17,채권 수익율이 오른다 채권가격이 내린다 [4],shee****,264,1,1
2021.02.21 07:51,여신강림..차은우 월드스타 인기 [6],hosu****,532,1,1
2021.02.21 00:35,다시 또 어둠이 오면~...,shee****,236,0,2
2021.02.20 21:17,에이에에이~... 설롱탕 고러케 묵는거아... [1],shee****,229,0,1
2021.02.20 15:56,나비아조씨 ☆전용☆ [3],shee****,239,0,1
2021.02.20 01:43,6200감니다~... [6],shee****,354,1,3
2021.02.19 23:53,미래주주 입니다ㅡ어찌하여 공시하나 지대로... [2],jd******,555,2,8
2021.02.19 21:22,춘 봄,eagl****,159,1,1
2021.02.19 21:09,상투지비 오처넌만 따라 와봐요 [2],shee****,203,1,2
2021.02.19 17:38,크레드상 ☆전용☆ [6],shee****,217,0,1
2021.02.19 17:33,미래아이엔지가 투자한 회사는 두배오른다 [1],hosu****,453,6,6
2021.02.19 14:57,미국 증시 가려는 아조씨...~ [7],shee****,272,0,1
2021.02.19 12:46,관리종목 상폐종목예정 종목들의 공통점 [2],rema****,430,3,0
2021.02.19 11:55,여기서 글?말고 [2],shee****,175,0,0
2021.02.19 10:13,너희들한테 질문하나할게,week****,186,0,0
2021.02.19 10:04,못올라~... [2],shee****,235,1,1
2021.02.19 08:59,여긴 안올라,shee****,146,0,2
2021.02.18 19:22,상투지비 오늘은~(> )> [6],shee****,234,1,1
2021.02.18 19:13,오랜만에왔더니? [2],azaz****,222,0,0
2021.02.18 18:52,응 안올라...~ [3],shee****,231,2,4
2021.02.18 15:05,☆목포건달☆ [1],itac****,224,2,1
2021.02.18 14:30,<( ^)~ 조밀이 아주씨-! [2],shee****,139,0,1
2021.02.18 12:57,상투야-! 종금이 오른다-!! [3],shee****,189,1,1
2021.02.18 11:12,안.전.자.산.판.타.지.옥~... [6],shee****,273,0,2
2021.02.18 10:51,남궁세가 [2],ko******,234,0,1
2021.02.18 10:25,살면서 얘고 업시 찾아오는 새가지 [3],shee****,242,1,3
2021.02.18 08:37,경영권바뀌면 3연상인데,hosu****,231,2,0
2021.02.17 22:58,아 방금 종달새랑 한판치고왔다 [2],kwg8****,243,4,2
2021.02.17 22:16,판타지오 처음 인문 했습니다만... 종달... [5],mymy****,564,0,0
2021.02.17 21:38,판타지오 적정 주가는 시가총액 1200억 [3],cjdq****,353,3,2
2021.02.17 20:53,<( ^)? 지비?상투? ㄱㅓ기 아니야.... [5],shee****,165,1,1
2021.02.17 16:38,18시에 비트코인 5860넘어가면~...... [6],shee****,316,0,3
2021.02.17 15:25,잡담을 하든말든 상관하지말라고 [2],rema****,205,3,0
2021.02.17 15:23,누가~... 싱선한 종토방에서 잡담하뤠-... [2],shee****,149,0,2
2021.02.17 14:51,쿠팡관련주 언제까지 갈까요?[잡담] [3],rema****,217,1,1
2021.02.17 11:03,상투지비 전용☆ [6],shee****,265,1,2
2021.02.17 10:51,이천원에 팔아야징,bs******,145,1,0
2021.02.17 10:47,열바께 하지마-!!! (> ◇<)/♡ [2],shee****,178,2,1
2021.02.17 10:18,898 [2],shee****,301,1,6
2021.02.17 10:17,누가 용느방에 추천하냐 [1],23******,177,0,0
2021.02.17 09:40,흐암...~ [4],shee****,198,0,1
2021.02.17 08:13,유증은 호재인데 자본잠식은 심각한데 [3],king****,475,1,1
2021.02.17 01:25,상투지비 자요? <( ^)? [7],shee****,235,1,2
2021.02.16 21:33,상2지비 ~(> )> [7],shee****,442,1,3
2021.02.16 21:08,미래아이앤지 공시보면 낼 유증은 성공일... [2],ko******,714,2,4
2021.02.16 18:04,크레드상 소환☆ [2],shee****,187,0,2
2021.02.16 17:30,미래아이앤지 대박이군,whqj****,298,1,0
2021.02.16 17:19,달새피셜...~은 이어서 보면! [2],shee****,196,0,2
2021.02.16 16:53,종달이 주유소 [2],kwg8****,192,2,1
2021.02.16 16:49,우우,kimd****,135,0,0
2021.02.16 16:16,오릅니다 내일~... [3],shee****,265,0,4
2021.02.16 15:30,내일 유증.. [4],dnrm****,495,2,1
2021.02.16 15:51,내일 유증..,lkh5****,177,0,0
2021.02.16 15:11,838 [3],shee****,186,0,1
2021.02.16 14:48,지금 비상 낫음 <( ^) [1],shee****,219,2,3
2021.02.16 12:31,벌려라 종달아 [1],kwg8****,166,1,5
2021.02.16 10:21,꼬우면...~ 주포 하등가-! [6],shee****,230,2,2
2021.02.16 09:32,반도체,shee****,148,2,0
2021.02.16 08:50,이재명 동전주 3형제 [1],mino****,318,1,0
2021.02.15 23:15,오늘로 관리종목 해결된거죠 ㅎ,ifre****,301,4,1
2021.02.15 20:17,종달새랑 한번 [2],kwg8****,284,0,0
2021.02.15 20:15,좀일이아조씨&나비아조씨&상투지비&크레드상 [6],shee****,250,0,2
2021.02.15 14:36,바쁜데 자꾸 누가 나 찾어<( ^)! [5],shee****,416,2,4
2021.02.15 14:07,주총결과가??? [2],gn******,607,0,1
2021.02.15 13:42,대표이사 변경이 호재인가? [3],gn******,805,1,1
2021.02.15 13:11,주총끝낫나요,fdsa****,200,0,0
2021.02.15 11:12,내가말했지 날씨않좋아서 하락한다고,zxzx****,178,0,0
2021.02.15 11:04,주총와있습니다 [3],kwg8****,694,1,0
2021.02.15 10:49,미래아이앤지가 이재명주로 갈려고하니깐,yyou****,251,0,0
2021.02.15 10:40,종가 800원,oooa****,181,0,0
2021.02.15 09:56,정리매매 1일차 인가요?,taeh****,218,0,2
2021.02.15 09:42,전형적인 개미털기 작전주,kwg8****,223,3,0
2021.02.15 09:37,흐음..,incu****,164,0,0
2021.02.15 09:32,그간 물린 개미 [1],ksg0****,245,0,0
2021.02.15 09:29,ㅋㅋㅋㅋ 또속냐 지옥에? [1],dnrm****,257,4,0
2021.02.15 09:16,오늘,choi****,173,0,0
2021.02.15 09:09,이거 아직 상폐 안했냐,haru****,168,1,0
2021.02.15 08:28,오늘 하락장 입니다. 날씨가않좋아서ㅋㅋ,zxzx****,140,0,1
2021.02.14 17:43,달새피셜...~ 우주새기의 화폐 편 [3],shee****,338,1,1
2021.02.14 16:45,달새믿고 전군매수? [4],rema****,421,3,2
2021.02.14 15:14,크큭...~ [5],shee****,253,0,3
2021.02.13 19:29,클릭하지마!! (> ◇<)/♡ [2],shee****,253,3,2
2021.02.13 15:19,스승님 ☆전용☆ [6],shee****,210,0,1
2021.02.13 14:30,달새피셜~... 우주새기의 시작과 의미 ... [2],shee****,188,0,1
2021.02.13 09:00,"으앙, [2]",shee****,291,0,1
2021.02.12 23:09,10년후...~ 20년후~... [8],shee****,393,0,1
2021.02.12 18:46,"미장) 해운,마이닝,비코 [6]",shee****,279,1,3
2021.02.12 14:16,달새피셜...~ 데이터 쪼가리 편 [3],shee****,310,0,3
2021.02.11 22:36,상투지비 지금 핫한곳 <( ^;) [17],shee****,570,0,4
2021.02.11 20:47,상투지비? 응답하라-! 여기는 종달새 [8],shee****,252,1,3
2021.02.11 20:26,2월17일 유증납입후~최대주주 변경이,kjm3****,385,2,1
2021.02.11 11:41,10일 장 마감 후 주요 종목 뉴스,skr2****,361,1,1
2021.02.11 11:30,달새피셜...~ 게임과 패배 편 [4],shee****,306,0,2
2021.02.11 10:23,궁금하다 700원짜리를 2000원에 왜 ... [5],jaeh****,939,2,1
2021.02.11 10:21,상투지비-! <( <)~ [3],shee****,195,1,2
2021.02.10 23:51,상투지비~(> )> 혹시 자? <( ^)... [4],shee****,272,1,1
2021.02.10 21:53,그냥 작전주 된거임 [4],rema****,725,7,5
2021.02.10 21:44,판타지오 뉴쓰 떳음 주주들 축하한다 ...,j1j6****,361,2,0
2021.02.10 20:57,시외,maen****,218,1,0
2021.02.10 20:00,ㅋㅋㅋㅋㅋㅋㅋ 판타지오 !!!!,kwg8****,196,1,0
2021.02.10 19:24,찬티 알바들이 많아졌어요 [7],zom1****,357,5,2
2021.02.10 18:54,엔케이물산.미래아이엔지 [1],rema****,412,1,0
2021.02.10 18:28,너모 기대하지말자 <( ^) [3],shee****,237,0,1
2021.02.10 17:58,상폐된다고 지꺼린 놈들 꼬소하다 [1],fbi3****,401,5,1
2021.02.10 16:51,종달새가 뭐에요?! [4],shee****,203,2,0
2021.02.10 15:17,앗-! [7],shee****,246,0,4
2021.02.10 14:02,좀저씨☆전용☆ [6],shee****,193,0,2
2021.02.10 13:14,어제 2원 올랐으니까 특별히 [3],shee****,205,0,2
2021.02.10 10:45,판타지오는 사랑입니다 [7],myli****,346,3,0
2021.02.10 10:03,우주여행하고 싶으면...~ [3],shee****,217,0,1
2021.02.10 09:06,오늘도 쾌변봤습니다.,zxzx****,186,1,0
2021.02.09 19:10,큰돈으루 판치기 하면 한번씩 실수해서 큰... [4],shee****,310,0,1
2021.02.09 18:37,내일 어찌될랑가,zom1****,170,1,0
2021.02.09 13:59,십일동안 내린다고 찡찡거려서 특별히 올려... [11],shee****,413,1,3
2021.02.09 10:53,우당탕탕 종달이네...~ [6],shee****,288,2,0
2021.02.09 10:53,판타지오 경영진에 드리운 '엔케이물산·미... [2],rer0****,470,1,0
2021.02.09 09:18,큰기대 안하지만,wlsg****,163,0,0
2021.02.09 09:00,항상 아조씨들의 싱각을 존!중! [5],shee****,212,0,0
2021.02.09 08:24,아 쾌변했다,zxzx****,128,3,1
2021.02.09 01:20,달새피셜...~ 비트코인과 알트코인 편 [6],shee****,213,0,3
2021.02.09 00:11,상투지비 짐싸-! ( ^)> [3],shee****,187,1,1
2021.02.08 22:21,많이들 빠져나간듯 보인다.,nsbn****,171,0,0
2021.02.08 21:22,좀일이 아조씨 ~(> )> [5],shee****,172,2,1
2021.02.08 20:50,감자 [2],sada****,256,0,2
2021.02.08 16:40,작년 자본잠식비율 40%육박 [8],rema****,521,5,2
2021.02.08 16:22,상폐 된다는데 목숨건다~ [3],ba******,297,3,3
2021.02.08 15:49,왜 자꾸 떨어지남.....,sunh****,148,0,0
2021.02.08 15:10,마지막 남은 십분!! [1],shee****,210,2,2
2021.02.08 14:21,950 [3],crow****,410,0,1
2021.02.08 14:19,이제 730 뚫으러 가볼까-! [2],shee****,223,0,1
2021.02.08 14:15,곧 800뚫을것같아보이지만~,rema****,183,1,1
2021.02.08 14:05,"본격 기업성장스토리 ""상장폐지"" 흥행 기...",taeh****,160,1,0
2021.02.08 12:56,차은우 마스크안꼈다고.. [1],jbg1****,417,0,1
2021.02.08 12:32,애증의 판타,youn****,154,1,0
2021.02.08 12:27,나도 모르겟는데,wjdd****,168,2,0
2021.02.08 12:22,787에서 단타좀 내려주고...~ [3],shee****,276,0,1
2021.02.08 12:19,당기순이익도 해결안되고 있는데 [3],rema****,305,1,0
2021.02.08 11:23,이제 830 뚫으러 가볼까-! [4],shee****,246,0,2
2021.02.08 11:07,급할게없당께~ㅋㅋ [1],qz******,263,3,1
2021.02.08 10:54,상장폐지,de******,181,0,0
2021.02.08 10:40,유니스니 잡은 아조씨들 주목☆+상투지비 ... [5],shee****,200,1,1
2021.02.08 10:35,똥나온다 안나오네,zxzx****,113,0,0
2021.02.08 10:31,내가 오늘 똥못싸서 내림 [1],zxzx****,146,0,0
2021.02.08 10:02,이제 930 뚫으러 가볼까-! [6],shee****,328,1,4
2021.02.08 09:51,N* K* 색ㅎㄷ,ltj1****,157,0,0
2021.02.08 09:47,오늘,ltj1****,148,0,0
2021.02.08 09:40,헉! 이게뭐여 심하다,66******,163,0,0
2021.02.08 09:37,관리종목 될게 뻔하니깐,rema****,184,0,0
2021.02.08 09:30,주가관리안하네,yooj****,139,0,0
2021.02.08 09:24,주문실수,ifor****,145,0,0
2021.02.08 09:22,800원대 몰빵하면 1000원 가던 주식...,supe****,160,0,0
2021.02.08 09:15,오 오늘도 상 간 주식이 있네 [1],gs******,154,2,0
2021.02.08 09:09,판표 한장 손에 들고 떠나야능가-! 쫑-... [1],shee****,149,0,4
2021.02.07 20:38,상투지비 전용☆ [3],shee****,256,1,3
2021.02.07 13:57,애플카요? <( ^)? [9],shee****,285,0,1
2021.02.07 00:14,현대애플카 계약중단 ㅜㅜ [3],kyan****,440,3,1
2021.02.06 13:03,엔화도 준비 하라고요?<( ^)? [4],shee****,249,0,2
2021.02.05 23:48,상투지비 안자고 있으면...~ [6],shee****,283,0,2
2021.02.05 23:24,자본잠식 [2],kkms****,457,1,1
2021.02.05 22:08,상폐라니까~ [1],ba******,284,0,1
2021.02.05 21:46,크양이는 화가 단단히 났다...~ [4],shee****,215,0,3
2021.02.05 19:44,이야 아래로 얼마까지 빠질지 감도 안오넹... [1],kyan****,259,0,0
2021.02.05 18:24,상투 지비~( ^)> [6],shee****,180,1,2
2021.02.05 17:42,달새피셜~... 빅힛 and 엔씨 그리고... [7],shee****,235,0,3
2021.02.05 16:31,아 쫌 닥쳐 달새인지 10새인지 [5],mola****,317,14,0
2021.02.05 16:27,찐영이 아조씨 ☆소환☆ [3],shee****,173,1,1
2021.02.05 15:50,A.B.C다음도 있다니까? [3],shee****,180,1,1
2021.02.05 14:55,안.전.자.산.판.타.지.옥-!!(> ◇... [1],shee****,215,0,0
2021.02.05 14:44,관리종목 상폐종목예정 종목들의 공통점 [2],rema****,412,0,0
2021.02.05 14:34,조심조심 골로갈수있음,rema****,173,1,0
2021.02.05 14:29,완전 개 쓰레기,fbi3****,135,1,0
2021.02.05 14:20,586은 온다! [3],shee****,230,0,0
2021.02.05 14:14,이제 진짜,ltj1****,131,0,0
2021.02.05 13:57,어휴 바보들아,qudw****,133,0,0
2021.02.05 13:32,그날 아조씨들은 떠올렸다...~ [4],shee****,196,0,0
2021.02.05 12:05,판타지오 실화 기반 드라마 제작 중?? [2],taeh****,260,2,1
2021.02.05 11:22,나비아조씨 ☆전용☆ [6],shee****,206,1,0
2021.02.05 10:25,매도물량 다합쳐서4 만주밖에안되는데 [2],yooj****,288,0,0
2021.02.05 10:22,형님들 힘내십시요,gs******,149,1,0
2021.02.05 09:48,약손절하고 가격 다시 떨어져있길래 간만에...,tngk****,184,0,0
2021.02.04 23:26,궁금합니다 주식초짜라,eo******,184,0,1
2021.02.04 18:37,"판타천국,종달지옥 [5]",shee****,259,2,0
2021.02.04 18:03,이건 거의 상폐,qz******,153,1,0
2021.02.04 16:42,내가볼땐 폴로님 훼이크임 ㅋㅋ,rema****,159,2,0
2021.02.04 16:41,"세븐일레븐, '수미네 설 명절 간편식' ... [1]",yooj****,233,1,1
2021.02.04 16:37,완전 개 쓰레기,fbi3****,124,0,0
2021.02.04 14:01,많이 쳐주네...~ [1],shee****,252,0,1
2021.02.04 12:19,하...개 ...,fila****,117,0,0
2021.02.04 12:07,개인만 사네 [1],t960****,219,0,0
2021.02.04 12:20,완전 개 쓰레기,fbi3****,109,0,0
2021.02.04 11:36,좀일이 아조씨&나비 아조씨 [9],shee****,238,1,0
2021.02.04 10:41,차은우 이제 별로,jbg1****,179,0,2
2021.02.04 10:26,광고 따올게 <( ^) [2],shee****,172,0,0
2021.02.04 09:57,거지셰키들!,ba******,129,0,0
2021.02.04 09:48,"박스 하단 깨지는날엔., .",ba******,161,1,0
2021.02.04 09:41,불쌍한 은우~~,ba******,137,2,0
2021.02.04 08:59,상 [2],shee****,182,2,0
2021.02.03 21:23,500원 가면...,ba******,163,4,0
2021.02.03 20:25,으앙-! <(ㅜ) 역시 도박주는 하능... [3],shee****,205,2,0
2021.02.03 19:10,상폐냄새나는 주식 보면 웁니다,taeh****,138,0,1
2021.02.03 18:19,수요특집-! 판타미아 종루히의 우울 편 [3],shee****,181,1,1
2021.02.03 17:54,공매금지라 쓰고 밑장빼기라읽는다 [2],zom1****,157,1,0
2021.02.03 17:12,주주총에서 액면분할 [1],fbi3****,216,0,0
2021.02.03 15:54,코로나가 일년만 빨리 왔으면~... [3],shee****,168,0,0
2021.02.03 13:59,나비아조씨 ☆전용☆ [7],shee****,205,0,0
2021.02.03 13:43,날라가겠네 [2],azur****,282,0,4
2021.02.02 20:31,조용 해요,apdk****,210,3,0
2021.02.02 16:56,상투지비? <( ^) 배당받으러 가쉴? [7],shee****,248,1,0
2021.02.02 15:46,거지같은 종목이네~,ba******,164,2,0
2021.02.02 15:20,분할후 [1],sada****,370,4,0
2021.02.02 15:13,좀일이 아조씨 ~(> )> [3],shee****,187,0,0
2021.02.02 14:05,거래량 좃망!,ba******,143,0,0
2021.02.02 14:01,며칠 쉬어가야제 <( ^)~ [7],shee****,201,0,0
2021.02.02 12:28,망한 주식이라 했다~,ba******,173,3,0
2021.02.02 10:58,으앙 파산이당~(ㅜ)> [9],shee****,378,1,0
2021.02.02 10:38,이거분활할떼가 어디있어서 ㅋㅋㅋ,jzc8****,177,0,0
2021.02.02 10:30,남의 돈으러 장사하는놈들 치고,ba******,142,1,0
2021.02.02 09:12,"엔터주 모두 들썩이는데..,",ba******,155,1,0
2021.02.02 07:16,판타스틱한 주가좀 보소~ [1],ba******,428,3,0
2021.02.01 23:40,상투지비-!! 역사적인 순간이야-!!! [6],shee****,223,0,0
2021.02.01 19:11,상투지비 <( <) 탈출은 자기목-! [12],shee****,290,1,0
2021.02.01 17:22,제대로 날아 보지못한~♬ [3],shee****,210,1,0
2021.02.01 16:29,이글 기다리고 있지비? <( ^)? [3],shee****,201,1,0
2021.02.01 14:59,848 ~팔사팔 신나는 노래-! [1],shee****,213,1,0
2021.02.01 14:57,ㅋㅋㅋ [7],qorc****,391,20,0
2021.02.01 14:55,솔직히 지금 한국장 관심없고♡ [3],shee****,187,2,0
2021.02.01 12:49,브롸롸롸롸-!!!(> ◇<)/$$$$$$ [2],shee****,190,0,0
2021.02.01 12:11,슬슬~... 올려볼꽈? [4],shee****,257,0,1
2021.02.01 08:48,좀일이 아조씨 전용☆ [6],shee****,231,1,0
2021.01.31 23:29,엔케이물산 회장은 누구인지 알쥐? [2],issa****,604,3,3
2021.01.31 19:55,판치기 스탓트-!(> ◇<)/♡리플 평단... [4],shee****,226,1,0
2021.01.31 18:21,상투요정 ~전용~☆☆ [3],shee****,194,0,0
2021.01.31 17:07,뉴스나오던데 [2],zom1****,281,1,0
2021.01.31 15:16,달새피셜...~ 달러가치의 훼손과 비트코... [7],shee****,189,1,0
2021.01.31 12:43,상투지비-!? 일이 점점점점 커지고 잇다... [5],shee****,219,1,1
2021.01.31 11:01,드디어 내 정체를 밝힐때가 되었군 ( ^... [2],shee****,237,0,0
2021.01.31 00:42,이번 액면분할이 처음이 아니더만,rema****,331,1,0
2021.01.30 21:20,안.전.자.산.판.타.지.옥 [6],shee****,386,1,1
2021.01.30 21:09,한방에 여기저기 불확실성이 터지네 [2],zom1****,239,1,0
2021.01.30 18:47,중국 하이난그룹 파산뉴스보니.. [2],zom1****,259,1,0
2021.01.30 13:04,와우~~,sksr****,199,1,0
2021.01.30 08:42,좀일이 아조씨 때가 와쒀-!! 이제 돼쓰... [7],shee****,276,0,0
2021.01.30 00:17,소름돋는 이얘기 2번째~... 해드림 [2],shee****,318,1,0
2021.01.30 00:17,액면분할이유 [3],ko******,497,1,0
2021.01.29 23:14,깡패나 조폭이라 하지마라잉~... [6],shee****,304,1,0
2021.01.29 20:09,떳다 참고해라 [7],kigo****,480,0,0
2021.01.29 17:43,상투지비-!! [10],shee****,305,2,0
2021.01.29 14:48,"달새피셜~... gme , amc 3편 [7]",shee****,176,1,0
2021.01.29 13:47,달새의1610의 진실 [3],rema****,316,2,0
2021.01.29 13:16,"달새피셜...~ amc, gme 2편 [1]",shee****,140,1,0
2021.01.29 12:48,어제 시외 많이 오르더만 왜 하방찍노ㅡ,ma******,161,0,0
2021.01.29 12:27,잡주~,ba******,133,0,0
2021.01.29 11:43,"달새피셜~... gme , amc 편 [4]",shee****,180,1,0
2021.01.29 10:31,존내 좋은 주식이네 ㅋㅋㅋ,n_hu****,175,0,0
2021.01.29 10:16,느낌이 왔어...! [3],shee****,234,1,0
2021.01.29 09:25,크레드상 전용☆ [1],shee****,163,1,0
2021.01.29 09:14,호에에엥~( ^)> [2],shee****,157,1,0
2021.01.29 09:02,눈치보기?,ba******,147,0,0
2021.01.29 08:48,하락예상~,ba******,150,0,0
2021.01.28 23:49,상투지비 <( ^)~ [3],shee****,287,1,0
2021.01.28 22:54,상황이 아주 재밌네...~ [7],shee****,359,1,0
2021.01.28 21:59,낼장 기대되네~ [2],ba******,441,0,4
2021.01.28 20:12,으아아암...~ [5],shee****,444,3,0
2021.01.28 19:12,뭐가 걱정이냐?? [2],ko******,417,1,2
2021.01.28 19:09,가지가지한다,zom1****,173,2,0
2021.01.28 18:54,일단 낼 시초가 950 시작이겠군 ..,ko******,216,3,0
2021.01.28 18:06,게임사업진출하네,mile****,235,1,0
2021.01.28 17:50,던져야겠다는 . 오늘 샀는데 분할이라니 ... [1],ente****,385,0,0
2021.01.28 17:48,[타짜] 액면병합을 해서 정상궤도로 갈 ... [2],valu****,535,2,0
2021.01.28 17:47,주식병합을 해도 모자를판에..ㅋㅋㅋ,teng****,215,2,0
2021.01.28 17:46,잡주ㅋㅋ,soob****,156,0,0
2021.01.28 17:42,적자 동전주가 주식분할은 무슨!!,teng****,190,1,0
2021.01.28 17:34,시외상한가인데 무슨 호재가 있나요??? [2],lkh5****,512,0,1
2021.01.28 17:31,주식분할 호재 시간외 개급등하네 [1],teng****,351,1,1
2021.01.28 15:59,800대만 유지해라....,sunh****,164,1,1
2021.01.28 15:49,그동안 맘고생 많았지?....수고했어(토... [2],zom1****,309,1,1
2021.01.28 15:47,거의 상폐 수순 밟고 있구나~ [2],ba******,254,2,0
2021.01.28 14:41,아스트로 엠넷킹덤 내보내고 지폐주 ㄱ ㄱ,lims****,160,0,0
2021.01.28 13:33,유..유혹의 춤(> ◇<)/♡ [4],shee****,203,1,0
2021.01.28 12:55,상투요정 ~전용~☆ [4],shee****,174,1,0
2021.01.28 11:03,슬슬...~ 찐영이 아조씨 와플자랑 하러... [2],shee****,167,1,0
2021.01.28 10:12,엔터 색터 전채 뒤집을거야 [1],shee****,217,2,0
2021.01.28 09:45,뭔데 외인이 매수하지,jisk****,149,0,0
2021.01.28 09:35,도망쳐-!,shee****,138,1,0
2021.01.28 08:57,때론 찬티처럼 때론 안티처럼 ~♬ [2],shee****,133,1,0
2021.01.28 08:34,골판지 대란예고 [1],shee****,150,1,0
2021.01.28 07:39,추우니까 따숩게 입고 [3],shee****,216,1,0
2021.01.27 23:12,아주 그지가튼 기사떴네요 [1],zom1****,243,1,0
2021.01.27 23:00,상투지비 전용☆ [3],shee****,156,1,0
2021.01.27 21:19,100만원 잃고 10만원 따서 기쁜게 개... [3],shee****,179,1,0
2021.01.27 19:00,상투 지비~( ^)> 상투지비-! <( ... [8],shee****,199,1,0
